,bgm,bpm,genre,language,public_time,attitude,emotion,match,like_time,unlike_time
76,周笔畅 - 最美的期待,99.38401442307692,Pop,国语,2018-02-09,negative,happy,0,0,0
77,图小图 - 失忆,66.25600961538461,Pop,国语,2017-11-01,positive,happy,0,0,0
78,大壮 - 为你我受冷风吹,117.45383522727272,Pop,国语,2016-11-06,positive,happy,0,0,0
79,大能人 - 山楂树の恋,161.4990234375,Rap/HipHop,国语,2016-12-13,negative,happy,0,0,0
80,大能人 - 想要问问你敢不敢ReMix,92.28515625,rock,纯音乐,2019-10-16,positive,happy,0,0,0
81,大能人 - 新鲜感,172.265625,Rap/HipHop,国语,2014-12-13,positive,happy,0,0,0
82,太一 - (笑),117.45383522727272,Pop,国语,2017-12-28,positive,happy,0,0,0
83,太一 - Lutra,99.38401442307692,Pop,国语,2017-11-30,positive,happy,0,0,0
84,太一 - 像暗杀似的绕到背后突然拥抱你,143.5546875,Pop,国语,2017-11-23,positive,happy,0,0,0
85,孙燕姿 - 第一天,89.10290948275862,Pop,国语,2005-10-07,negative,happy,0,0,0
86,孙燕姿 - 绿光,107.666015625,Pop,国语,2001-07-12,positive,happy,0,0,0
87,孙燕姿 - 遇见,92.28515625,Pop,国语,2003-08-22,positive,happy,0,0,0
88,孙语赛、萧全 - 不仅仅是喜欢,112.34714673913044,Pop,国语,2018-03-06,positive,happy,0,0,0
89,宋孟君、威仔 - 9277 (原版),123.046875,hiphop,,,,happy,0,0,0
90,宝石Gem - 野狼disco (Live),99.38401442307692,Rap/HipHop,国语,2019-08-16,positive,happy,0,0,0
91,封茗囧菌 - 爱的魔法,95.703125,country,国语,2016-06-07,positive,happy,0,0,0
92,小峰峰(陈峰)、小潘潘（潘柚彤） - 学猫叫,117.45383522727272,Pop,国语,2018-04-20,negative,happy,0,0,0
93,小潘潘（潘柚彤） _ 小峰峰（陈峰） - 学猫叫,117.45383522727272,Pop,国语,2018-04-20,positive,happy,0,0,0
94,小潘潘（潘柚彤） _ 李俊佑 - 宠坏,143.5546875,rock,国语,2019-03-15,positive,happy,0,0,0
95,小野eyoaix、一口甜 - 娃娃脸,99.38401442307692,Pop,国语,2019-05-15,positive,happy,0,0,0
96,小阿枫 - 女儿情 (正式版),73.828125,Pop,国语,2019-09-05,positive,happy,0,0,0
97,小阿枫 - 我要找到你,112.34714673913044,blues,国语,2019-11-07,positive,happy,0,0,0
98,小阿枫 - 爱江山更爱美人,151.9990808823529,Pop,国语,2019-08-26,positive,happy,0,0,0
99,展展与罗罗 - 沙漠骆驼,112.34714673913044,Pop,国语,2017-06-19,negative,happy,0,0,0
100,崔文美秀 _ 陈卓璇 _ 胡玛尔 _ 王曦瑶 _ 胡嘉欣 _ 史芮伊 _ 朱主爱 - 除了春天、爱情和樱花 (纯享版),161.4990234375,country,,,,happy,0,0,0
101,庄心妍 - 再见只是陌生人,161.4990234375,Pop,国语,2015-11-05,negative,happy,0,0,0
102,庾澄庆 - 情非得已,107.666015625,Pop,国语,2009-12-18,positive,happy,0,0,0
103,异乡人(刘行宽)、9M88 - SWAG午觉,95.703125,Pop,国语,2018-03-29,negative,happy,0,0,0
104,张宇 - 给你们,103.359375,Pop,国语,1999-09-01,positive,happy,0,0,0
105,张惠妹 - Bad Boy,99.38401442307692,Pop,国语,1997-06-11,negative,happy,0,0,0
106,张惠妹 - 一想到你呀,112.34714673913044,Pop,国语,1997-06-11,negative,happy,0,0,0
107,张惠妹 - 好胆你就来,117.45383522727272,Pop,闽南语,2009-08-19,negative,happy,0,0,0
108,张惠妹 - 爱 什么稀罕,107.666015625,Pop,国语,1999-06-07,negative,happy,0,0,0
109,张惠妹 - 薇多莉亚的秘密,112.34714673913044,Pop,国语,2007-08-03,negative,happy,0,0,0
110,张惠妹 - 薇多莉亚的秘密~1,112.34714673913044,Pop,国语,2007-08-03,positive,happy,0,0,0
111,张碧晨 - 不要忘记我爱你,129.19921875,Pop,国语,2015-08-25,negative,happy,0,0,0
112,张碧晨 - 当爱来敲门,143.5546875,Soundtrack,国语,2016-11-30,positive,happy,0,0,0
113,张肯肯 - 别怕我伤心,67.99958881578948,Pop,国语,2020-02-21,positive,happy,0,0,0
114,张茜 - 有没有那么一首歌,143.5546875,Pop,国语,2020-03-17,positive,happy,0,0,0
115,张靓颖 - 终于等到你,129.19921875,Pop,国语,2014-07-21,negative,happy,0,0,0
116,张馨文 _ 冯琬贺 _ 周雨霖 _ 田京凡 _ 康汐 _ 吴妙茵 - 甜蜜蜜 (纯享版),95.703125,Pop,国语,2020-05-16,positive,happy,0,0,0
117,彭十六 - 戏影,143.5546875,Pop,国语,2019-05-13,negative,happy,0,0,0
118,彭羚 - 囚鸟,103.359375,Pop,国语,1996-03-16,positive,happy,0,0,0
119,很美味 - 东西 (片段),83.35433467741936,blues,其他,2019-02-20,,happy,0,0,0
120,徐佳莹 - 身骑白马,129.19921875,Pop,国语,2009-05-29,negative,happy,0,0,0
121,徐秉龙、桃十五 - 青柠,107.666015625,Pop,国语,2017-08-25,negative,happy,0,0,0
122,徐良 _ 小凌 - 客官不可以,95.703125,Pop,国语,2011-12-26,positive,happy,0,0,0
123,掌嘴、张雪飞、Lil-7 - 只想对你说,80.74951171875,Pop,国语,2017-07-05,negative,happy,0,0,0
124,新乐尘符 - 123我爱你,89.10290948275862,Pop,国语,2017-12-25,positive,happy,0,0,0
125,新乐尘符 - 123我爱你~1,89.10290948275862,hiphop,国语,2019-06-11,,happy,0,0,0
126,方大同 - 春风吹,135.99917763157896,Pop,国语,2005-11-16,positive,happy,0,0,0
127,朱主爱 - 莫名其妙爱上你,135.99917763157896,Pop,国语,2017-11-01,negative,happy,0,0,0
128,朴树 - 白桦林,117.45383522727272,Rock,国语,1999-01-01,positive,happy,0,0,0
129,李代沫 - 这就是爱情,129.19921875,Pop,国语,2017-11-01,positive,happy,0,0,0
130,李佳思 - The Star,89.10290948275862,Pop,国语,2017-06-29,positive,happy,0,0,0
131,李佳思 - 小爱,112.34714673913044,Pop,国语,2016-08-04,positive,happy,0,0,0
132,李俊佑、小潘潘（潘柚彤） - 宠坏,143.5546875,hiphop,国语,2019-03-15,positive,happy,0,0,0
133,李健 - 贝加尔湖畔,117.45383522727272,Folk,国语,2011-12-10,negative,happy,0,0,0
134,李健 _ 孙俪 - 风吹麦浪 (Live),135.99917763157896,Pop,国语,2013-02-09,positive,happy,0,0,0
135,李学仕 - 直觉,135.99917763157896,Pop,国语,2018-12-25,positive,happy,0,0,0
136,李宇春 - 下个，路口，见,99.38401442307692,Pop,国语,2009-12-22,negative,happy,0,0,0
137,李宏毅、李明霖 - 恶魔的爱,112.34714673913044,Soundtrack,国语,2017-03-01,positive,happy,0,0,0
138,李少白 - 山楂树之恋,161.4990234375,Pop,国语,2017-11-09,positive,happy,0,0,0
139,李昇基 - 정신이 나갔었나봐 (我想我是疯了),123.046875,Soundtrack,韩语,2010-08-04,positive,happy,0,0,0
140,李明霖、李宏毅 - Love U,99.38401442307692,Pop,国语,2014-09-19,negative,happy,0,0,0
141,李昕融 _ 樊桐舟 _ 李凯稠 - 你笑起来真好看,83.35433467741936,blues,国语,2019-04-24,positive,happy,0,0,0
142,李朝 _ 王圣锋 - 情话微甜,103.359375,Pop,国语,2017-09-28,positive,happy,0,0,0
143,李朝、王圣锋 - 情话微甜,103.359375,Pop,国语,2017-09-28,positive,happy,0,0,0
144,李治廷 - 不可思议,95.703125,Pop,国语,2015-12-01,positive,happy,0,0,0
145,李浩然 - 一千零一次我爱你,135.99917763157896,Pop,国语,2020-04-15,negative,happy,0,0,0
146,李玖哲 - 夏天,95.703125,Pop,国语,2010-09-17,positive,happy,0,0,0
147,李翊君 - 七情六欲,135.99917763157896,Pop,国语,1998-10-03,positive,happy,0,0,0
148,李翊君 - 雨蝶,64.599609375,Pop,国语,1998-01-01,negative,happy,0,0,0
149,杨千嬅 - 处处吻,117.45383522727272,Pop,粤语,2004-12-01,positive,happy,0,0,0
150,杨千嬅 - 少女的祈祷,123.046875,Pop,粤语,2000-09-08,positive,happy,0,0,0
151,杨千嬅 - 野孩子,117.45383522727272,Pop,粤语,2001-09-22,positive,happy,0,0,0
152,杨坤 _ 郭采洁 - 答案,151.9990808823529,Pop,国语,2014-01-30,negative,happy,0,0,0
153,杨坤、郭采洁 - 答案,151.9990808823529,Pop,国语,2014-01-30,positive,happy,0,0,0
154,杨小壮 - 她是个二十几岁的姑娘,123.046875,Pop,国语,2020-04-20,positive,happy,0,0,0
155,杨小壮 _ 鹏鹏 - 口是心非,112.34714673913044,Pop,国语,2020-03-02,positive,happy,0,0,0
156,杨胖雨 - 这就是爱吗,151.9990808823529,blues,国语,2020-01-15,negative,happy,0,0,0
157,林俊杰 - 不潮不用花钱,112.34714673913044,Dance,国语,2008-10-18,negative,happy,0,0,0
158,林俊杰 - 小酒窝,95.703125,Pop,国语,2008-10-18,negative,happy,0,0,0
159,林俊杰 - 江南,117.45383522727272,Pop,国语,2004-06-04,positive,happy,0,0,0
160,林君怡 _ 姜贞羽 _ 敖心仪 _ 苏芮琪 _ 曾雪瑶 _ 舒一灵 _ 希林娜依·高 - 潇洒小姐 (纯享版),135.99917763157896,hiphop,,,,happy,0,0,0
161,梁静茹 - 暖暖,103.359375,Pop,国语,2006-10-06,positive,happy,0,0,0
162,梁静茹 - 没有如果,151.9990808823529,Pop,国语,2009-01-16,positive,happy,0,0,0
163,梁静茹 _ 严爵 - 没有如果,151.9990808823529,Pop,国语,2009-01-16,negative,happy,0,0,0
164,毛不易 - 借 (Live),151.9990808823529,Pop,国语,2017-08-26,negative,happy,0,0,0
165,毛小国 - 微笑吧 (抖音女生版),129.19921875,Dance,国语,2020-05-18,positive,happy,0,0,0
166,永彬Ryan.B - 放个大招给你看,103.359375,Pop,国语,2019-06-26,positive,happy,0,0,0
167,汪苏泷 - 万有引力,95.703125,Pop,国语,2012-07-16,negative,happy,0,0,0
168,汪苏泷 _ 徐良 - 后会无期,83.35433467741936,Pop,国语,2011-12-26,positive,happy,0,0,0
169,汪苏泷、By2 - 有点甜,103.359375,Pop,国语,2012-07-16,positive,happy,0,0,0
170,汪苏泷、Hari - 吵架歌,117.45383522727272,Pop,国语,2014-06-25,positive,happy,0,0,0
171,沈虫虫、丫蛋蛋(马启涵) - 2018小恋曲,135.99917763157896,hiphop,国语,2018-10-10,negative,happy,0,0,0
172,沈虫虫、吕口口 - 2018抖音神曲串烧,89.10290948275862,Pop,国语,2018-05-31,positive,happy,0,0,0
173,沈虫虫、钟逸伦Dylan - 十六首歌的时间,129.19921875,Pop,国语,2018-04-04,positive,happy,0,0,0
174,泪鑫 - 没茅台 (咚鼓版),129.19921875,Dance,英语,2018-07-30,positive,happy,0,0,0
175,浙音4811(一个大金意) - 拜拜,89.10290948275862,hiphop,国语,2019-06-21,positive,happy,0,0,0
176,海伦 - 桥边姑娘,78.30255681818181,hiphop,国语,2019-11-09,negative,happy,0,0,0
177,深七 - 9277,123.046875,Pop,国语,2018-05-08,positive,happy,0,0,0
178,潘玮柏 _ 张韶涵 - 快乐崇拜(1),123.046875,hiphop,国语,2016-08-24,positive,happy,0,0,0
179,潘玮柏 _ 张韶涵 - 快乐崇拜,123.046875,Pop,国语,2004-12-01,positive,happy,0,0,0
180,潘玮柏 _ 弦子 - 不得不爱,80.74951171875,Pop,国语,2005-07-08,positive,happy,0,0,0
181,爱吃巧乐兹 - 圈住你,86.1328125,rock,国语,2019-09-11,positive,happy,0,0,0
182,王力宏 - 改变自己,103.359375,Pop,国语,2007-07-13,positive,happy,0,0,0
183,王力宏 - 春雨里洗过的太阳,99.38401442307692,Pop,国语,2008-12-26,positive,happy,0,0,0
184,王力宏 - 爱的就是你 (浪漫版),95.703125,Pop,国语,2003-05-09,positive,happy,0,0,0
185,王天放、DP龙猪 - 摇响你的Jingle Bells (Feat. Dragon Pig),95.703125,Pop,国语,2017-12-20,negative,happy,0,0,0
186,王心凌 - 当你,135.99917763157896,Pop,国语,2003-02-24,negative,happy,0,0,0
187,王心凌 - 睫毛弯弯(1),89.10290948275862,hiphop,,,,happy,0,0,0
188,王心凌 - 睫毛弯弯,89.10290948275862,Pop,国语,2005-12-27,positive,happy,0,0,0
189,王恰恰 - 晚风,129.19921875,rock,国语,2020-03-06,positive,happy,0,0,0
190,王浪、范晓阳 - 心愿便利贴,95.703125,Pop,国语,2017-12-07,negative,happy,0,0,0
191,王若琳 - 有你的快乐,112.34714673913044,Pop,国语,2008-01-11,positive,happy,0,0,0
192,白小白 - 最美情侣,112.34714673913044,Pop,国语,2017-04-04,negative,happy,0,0,0
193,白小白、球球 - 宠爱吖,161.4990234375,Pop,国语,2018-01-04,positive,happy,0,0,0
194,皮卡丘多多 - 我和你,123.046875,Pop,国语,2020-05-01,negative,happy,0,0,0
195,皮卡丘多多 - 我的果汁分你一半,99.38401442307692,Pop,国语,2020-04-13,negative,happy,0,0,0
196,程jiajia - 山楂树の恋,78.30255681818181,Pop,国语,2019-08-08,positive,happy,0,0,0
197,程jiajia - 我爱你 (Live片段),95.703125,hiphop,国语,2020-02-18,positive,happy,0,0,0
198,程jiajia - 我爱你,95.703125,rock,国语,2020-02-18,negative,happy,0,0,0
199,罗百吉 _ 宝贝 - I Miss You,89.10290948275862,Pop,国语,2007-12-28,positive,happy,0,0,0
200,群星 - 让我为你唱一首歌,143.5546875,rock,,,,happy,0,0,0
201,老狼 _ 任素汐 - 我要你,129.19921875,Soundtrack,国语,2016-10-21,positive,happy,0,0,0
202,胖虎 - 拜拜,89.10290948275862,Pop,国语,2019-08-07,negative,happy,0,0,0
203,胡66 - 浪人琵琶,143.5546875,Pop,国语,2018-05-28,negative,happy,0,0,0
204,胡66 - 空空如也,151.9990808823529,Pop,国语,2017-12-14,positive,happy,0,0,0
205,至上励合 - 棉花糖,99.38401442307692,hiphop,,,,happy,0,0,0
206,艾热、JelloRio李佳隆 - 星球坠落 (Live),117.45383522727272,Rap/HipHop,国语,2018-07-28,positive,happy,0,0,0
207,花姐 - 狂浪,117.45383522727272,Pop,国语,2018-12-06,positive,happy,0,0,0
208,花澤香菜 - 恋愛サーキュレーション (恋爱循环),117.45383522727272,Soundtrack,日语,2018-11-02,positive,happy,0,0,0
209,苏大大 - 小崽子,103.359375,Pop,国语,2018-03-29,negative,happy,0,0,0
210,苏芮 _ 张惠妹 - 跟着感觉走,172.265625,Pop,国语,2003-07-31,positive,happy,0,0,0
211,茂茂 - 遥远的你 (原唱),129.19921875,Pop,国语,2018-12-04,positive,happy,0,0,0
212,草蜢 - 失恋阵线联盟,129.19921875,Pop,国语,1990-10-18,negative,happy,0,0,0
213,菜刀、KT - 我每首情歌都唱给你听,161.4990234375,hiphop,,,,happy,0,0,0
214,萌萌哒天团 - 帝都,99.38401442307692,Pop,国语,2015-01-22,negative,happy,0,0,0
215,萧亚轩 - 爱的主打歌,129.19921875,Pop,国语,2002-08-30,negative,happy,0,0,0
216,萧亚轩 - 爱的主打歌~1,129.19921875,hiphop,其他,2018-12-19,,happy,0,0,0
217,蔡依林 - Love Love Love,117.45383522727272,Pop,国语,2004-02-27,positive,happy,0,0,0
218,蔡依林 - 日不落,129.19921875,Pop,国语,2007-09-21,positive,happy,0,0,0
219,蔡依林 - 爱情三十六计,123.046875,Pop,国语,2004-02-27,positive,happy,0,0,0
220,蔡依林 - 特务J,143.5546875,Pop,国语,2007-09-21,positive,happy,0,0,0
221,蔡依林 - 看我72变,129.19921875,Pop,国语,2003-03-07,positive,happy,0,0,0
222,蔡依林 - 说爱你,103.359375,Pop,国语,2003-03-07,positive,happy,0,0,0
223,蔡依林 - 说爱你~1,103.359375,Pop,国语,2005-09-23,positive,happy,0,0,0
224,蔡健雅 - 红色高跟鞋,172.265625,Pop,国语,2009-08-19,negative,happy,0,0,0
225,蔡徐坤 - 情人,86.1328125,Pop,国语,2020-05-24,negative,happy,0,0,0
226,蔡黄汝 - 迷人的危险,135.99917763157896,Pop,国语,2020-01-06,positive,happy,0,0,0
227,薛凯琪 _ 陈意涵 _ 杨子姗 - 一起老去,95.703125,Soundtrack,国语,2014-07-02,negative,happy,0,0,0
228,薛明媛、朱贺 - 非酋,99.38401442307692,Pop,国语,2017-07-09,positive,happy,0,0,0
229,要不要买菜 - 下山,83.35433467741936,hiphop,国语,2019-11-22,negative,happy,0,0,0
230,要不要买菜 - 下山~1,83.35433467741936,Pop,其他,2019-03-22,,happy,0,0,0
231,要不要买菜 - 火红的萨日朗,112.34714673913044,reggae,国语,2019-12-10,positive,happy,0,0,0
232,许嵩 - 有何不可,99.38401442307692,Pop,国语,2009-01-10,,happy,0,0,0
233,许嵩 - 有何不可~1,99.38401442307692,blues,其他,2019-08-07,,happy,0,0,0
234,许嵩 - 玫瑰花的葬礼,83.35433467741936,Pop,国语,2007-06-02,positive,happy,0,0,0
235,许嵩 _ 何曼婷 - 素颜,86.1328125,Pop,国语,2010-08-18,negative,happy,0,0,0
236,许巍 - 曾经的你,95.703125,Rock,国语,2006-09-01,positive,happy,0,0,0
237,许巍 - 生活不止眼前的苟且,151.9990808823529,Pop,国语,2016-03-18,positive,happy,0,0,0
238,许巍 - 蓝莲花,89.10290948275862,Pop,国语,2002-12-01,positive,happy,0,0,0
239,贝贝帅 - 星光背后,129.19921875,Pop,粤语,2020-06-05,positive,happy,0,0,0
240,赵雷 - 我们的时光,83.35433467741936,Folk,国语,2014-10-19,negative,happy,0,0,0
241,郑国锋、小凌 - 甜不辣,129.19921875,Pop,国语,2014-03-14,positive,happy,0,0,0
242,郑建鹏、Y U Jay - 小奶狗VS大狼狗,83.35433467741936,Rap/HipHop,国语,2018-07-09,positive,happy,0,0,0
243,郑晓填 - 如果寂寞了,129.19921875,Pop,国语,2018-11-01,positive,happy,0,0,0
244,金海心 - 那么骄傲,151.9990808823529,Pop,国语,2000-07-01,negative,happy,0,0,0
245,锦零 - The Star,89.10290948275862,hiphop,,,,happy,0,0,0
246,阿冷 - 春风吹,129.19921875,Pop,国语,2019-04-24,negative,happy,0,0,0
247,阿妹啊 - 我想我不够好,112.34714673913044,Pop,国语,2020-04-09,positive,happy,0,0,0
248,阿悠悠 - 一生与你擦肩而过,95.703125,Pop,国语,2019-11-07,negative,happy,0,0,0
249,阿悠悠 - 你若三冬,99.38401442307692,hiphop,国语,2019-12-26,positive,happy,0,0,0
250,阿悠悠 - 旧梦一场,95.703125,Pop,国语,2020-04-22,positive,happy,0,0,0
251,阿肆 - 喜欢,69.83741554054055,Pop,国语,2017-12-28,positive,happy,0,0,0
252,阿肆 _ 郭采洁 - 世界上的另一个我,135.99917763157896,Pop,国语,2017-10-24,negative,happy,0,0,0
253,陈泫孝（大泫） - 静悄悄,129.19921875,Pop,国语,2018-03-27,positive,happy,0,0,0
254,陈翔 - 烟火,123.046875,Soundtrack,国语,2011-01-01,positive,happy,0,0,0
255,陈雪凝 - 淋雨一直走+说爱你+可不可以给我你的微信 (片段),95.703125,blues,,,,happy,0,0,0
256,陶喆 - 就是爱你,73.828125,R&B,国语,2005-01-21,positive,happy,0,0,0
257,陶喆 - 就是爱你~1,73.828125,rock,,,,happy,0,0,0
258,音阙诗听 _ 赵方婧 - 芒种,99.38401442307692,hiphop,国语,2020-04-04,positive,happy,0,0,0
259,顽主 - 老男孩 (女声版),151.9990808823529,blues,,,,happy,0,0,0
260,颜人中 - 胆小鬼,112.34714673913044,blues,国语,2019-03-26,positive,happy,0,0,0
261,飞儿乐团 - Lydia,80.74951171875,Pop,国语,2004-04-23,positive,happy,0,0,0
262,飞儿乐团 - 你的微笑,123.046875,Pop,国语,2004-04-23,positive,happy,0,0,0
263,高姗 - 遇见你的时候所有星星都落到我头上,117.45383522727272,Pop,国语,2015-01-15,positive,happy,0,0,0
264,鹏鹏 _ 付豪 - 爱你一万年,129.19921875,Rock,国语,2020-04-13,negative,happy,0,0,0
265,麦小兜、单色凌 - OK歌 (skr版),151.9990808823529,Pop,国语,2018-03-14,negative,happy,0,0,0
266,黄雅莉 - 蝴蝶泉边 (Live),143.5546875,Pop,国语,2017-05-07,positive,happy,0,0,0
267,黎林添娇 - 星月糖,95.703125,Pop,国语,2020-05-16,negative,happy,0,0,0
268,911 - I Do,95.703125,Pop,英语,2013-09-08,positive,mad,0,0,0
269,AaronicStuff - Take a Walk [A Cappella],99.38401442307692,Other,英语,2008-05-04,positive,mad,0,0,0
270,Adam Lambert - Trespassing,117.45383522727272,Pop,英语,2012-05-14,positive,mad,0,0,0
271,Adelén - Spell On Me,117.45383522727272,Pop,英语,2015-11-13,negative,mad,0,0,0
272,Alina Baraz _ filous _ Khalid - Floating(feat. Khalid) (filous Remix),89.10290948275862,R&B,英语,2019-02-08,negative,mad,0,0,0
273,Approaching Nirvana - You,129.19921875,Electronica,纯音乐,2012-03-24,negative,mad,0,0,0
274,Armin Van Buuren _ Mr.Probz - Another You,129.19921875,Dance,英语,2015-04-21,negative,mad,0,0,0
275,Armin Van Buuren _ Roxanne Emery - On Fire (Radio Edit),129.19921875,Dance,英语,2014-02-14,negative,mad,0,0,0
276,Ava Max - Sweet but Psycho,135.99917763157896,Pop,英语,2018-08-17,negative,mad,0,0,0
277,Avicii _ Rita Ora - Lonely Together,103.359375,Dance,英语,2017-11-10,negative,mad,0,0,0
278,Avril Lavigne - Girlfriend,161.4990234375,Pop,英语,2007-02-27,negative,mad,0,0,0
279,Axel Johansson - Do Or Die,89.10290948275862,Pop,英语,2018-08-31,negative,mad,0,0,0
280,Bebe Rexha - I Got You,99.38401442307692,Pop,英语,2016-11-12,negative,mad,0,0,0
281,BEYOND - 狂人山庄,129.19921875,Pop,粤语,1993-05-01,negative,mad,0,0,0
282,BEYOND - 逼不得已,129.19921875,Rock,粤语,1995-06-15,,mad,0,0,0
283,Black Sabbath - Headless Cross,89.10290948275862,Rock,英语,1989-04-24,,mad,0,0,0
284,Blur - Fool's Day,112.34714673913044,Rock,英语,2010-04-17,,mad,0,0,0
285,Blur - Parklife,135.99917763157896,Rock,英语,2000-10-30,,mad,0,0,0
286,Byrer Xinged杏子 - YELLOW,117.45383522727272,hiphop,日语,2019-05-29,,mad,0,0,0
287,Candee! - Ein Kleines Lied (Around the World),129.19921875,hiphop,,,,mad,0,0,0
288,Cash Cash - Hero,151.9990808823529,Dance,英语,2016-06-24,,mad,0,0,0
289,Charli XCX - After the Afterparty,92.28515625,Pop,英语,2016-10-28,,mad,0,0,0
290,Charlie Puth - How Long,112.34714673913044,Pop,英语,2018-05-11,,mad,0,0,0
291,Clean Bandit - Rather Be,123.046875,Dance,英语,2014-06-02,,mad,0,0,0
292,Cobra Starship - Snakes On A Plane (Bring It),135.99917763157896,rock,,,,mad,0,0,0
293,DAISHI DANCE (ダイシ・ダンス) _ Cécile Corbel - Take Me Hand,129.19921875,Pop,英语,2012-11-14,negative,mad,0,0,0
294,Danny & The Juniors - At the Hop,172.265625,Pop,英语,2000-01-01,,mad,0,0,0
295,Darin - Viva La Vida,123.046875,Pop,英语,2010-06-10,,mad,0,0,0
296,Darin _ Dara Rolins - Be What You Wanna Be,103.359375,Pop,英语,2012-11-05,,mad,0,0,0
297,Darius _ Aili Teigmo _ Finlay - World's Crashing Down (Club Edit),129.19921875,Dance,英语,2016-04-29,,mad,0,0,0
298,David Guetta - Titanium,123.046875,Electronica,英语,2011-08-29,,mad,0,0,0
299,Deep Chills _ IVIE - Run Free (Radio Edit),99.38401442307692,Electronica,英语,2017-08-18,,mad,0,0,0
300,Dia Frampton - Walk Away,112.34714673913044,Pop,英语,2011-12-06,,mad,0,0,0
301,Doctrine Doctrine - モディファイ,99.38401442307692,Pop,日语,2018-06-20,,mad,0,0,0
302,Doctrine Doctrine - ローファイ・タイムズ,135.99917763157896,Pop,日语,2018-06-20,,mad,0,0,0
303,Doughnuts Hole - おとなの掟 (成人法则),86.1328125,Pop,日语,2017-02-07,,mad,0,0,0
304,Dre'es _ Mia - Warm,95.703125,Pop,英语,2017-10-19,,mad,0,0,0
305,Ed Sheeran - Don't,95.703125,Pop,英语,2014-06-20,,mad,0,0,0
306,Ed Sheeran - Shape of You,129.19921875,Pop,英语,2017-03-03,,mad,0,0,0
307,Elliott Yamin - Don't Be Afraid,117.45383522727272,Pop,英语,2009-05-05,,mad,0,0,0
308,Elvis Presley - Only You,83.35433467741936,rock,,,,mad,0,0,0
309,Embody _ Claire Ridgely - Lost & Found,103.359375,Dance,英语,2017-05-19,,mad,0,0,0
310,Emma Stevens - So Stop the World,92.28515625,EasyListening,英语,2015-04-10,,mad,0,0,0
311,Epic Score - Our Flame Shall Endure,83.35433467741936,Soundtrack,纯音乐,2014-02-05,,mad,0,0,0
312,Erik Grönwall - Higher,78.30255681818181,Pop,英语,2009-12-14,,mad,0,0,0
313,Fall Out Boy - Favorite Record,129.19921875,Alternative,英语,2015-01-20,,mad,0,0,0
314,Far Out _ Karra - Constellation,99.38401442307692,Dance,英语,2020-03-13,,mad,0,0,0
315,French Kiss - Jealousy (Dance Radio),129.19921875,hiphop,,,,mad,0,0,0
316,FrogMonster - Remember Our Summer,129.19921875,Pop,英语,2019-08-16,,mad,0,0,0
317,Galen Crew - Smiling Down On Me,107.666015625,NewAge,英语,2012-01-03,,mad,0,0,0
318,Glay - I'm In Love,86.1328125,Pop,日语,2001-12-27,,mad,0,0,0
319,Glay - 疾走れ!ミライ (急速奔驰!未来),95.703125,Pop,日语,2014-10-15,,mad,0,0,0
320,GLAY - 空が青空であるために (因为是蓝天),99.38401442307692,Soundtrack,日语,2015-11-02,,mad,0,0,0
321,GMR - FC - 星际魂斗罗 - STAGE_1,135.99917763157896,Soundtrack,纯音乐,2009-03-04,,mad,0,0,0
322,Hearts & Colors - I'm So Sorry,117.45383522727272,Pop,英语,2017-10-17,,mad,0,0,0
323,Helloween - Forever And One (Neverland),63.024009146341456,rock,,,,mad,0,0,0
324,Hi-Finesse - Sky Dream (Avengers# Age Of Ultron - Teaser Music),92.28515625,Pop,韩语,2020-04-09,,mad,0,0,0
325,Icona Pop - All Night,123.046875,Pop,英语,2013-07-23,,mad,0,0,0
326,ILLENIUM _ Nevve - Fractures,107.666015625,Electronica,英语,2017-02-06,,mad,0,0,0
327,Imagine Dragons - Demons,172.265625,Alternative,英语,2014-01-20,,mad,0,0,0
328,Imagine Dragons - Radioactive,135.99917763157896,Pop,英语,2012-02-14,,mad,0,0,0
329,Innertier - Får ikke nok av deg,117.45383522727272,Pop,挪威语,2018-02-16,,mad,0,0,0
330,James Blunt - Cold,107.666015625,Pop,英语,2019-08-29,,mad,0,0,0
331,Jillian Rae - Wayward One,117.45383522727272,Country,英语,2019-05-31,,mad,0,0,0
332,Joan Jett - I Hate Myself For Loving You,117.45383522727272,Rock,英语,2006-01-24,,mad,0,0,0
333,Joel Hanson - Traveling Light,117.45383522727272,Country,英语,2002-04-16,,mad,0,0,0
334,KarlK - Daydreamer (Radio Edit),123.046875,Pop,英语,2016-09-02,,mad,0,0,0
335,Kenny G、Eagles - The One You Love,151.9990808823529,Pop,英语,1997-01-01,,mad,0,0,0
336,Kesha - Crazy Kids (Explicit),129.19921875,rock,,,,mad,0,0,0
337,Kesha - Die Young,129.19921875,hiphop,,,,mad,0,0,0
338,Kiss乐队 - The One You Love,151.9990808823529,Pop,英语,2004-05-21,,mad,0,0,0
339,Kungs _ Cookin' On 3 Burners - This Girl,123.046875,Dance,英语,2016-11-04,,mad,0,0,0
340,L-Train - Undyne  Spear of Justice,123.046875,rock,,,,mad,0,0,0
341,Led Zeppelin - Black Dog,161.4990234375,Rock,英语,1992-02-21,,mad,0,0,0
342,Led Zeppelin - Four Sticks,143.5546875,Rock,英语,1971-11-08,,mad,0,0,0
343,Led Zeppelin - Rock And Roll,172.265625,Rock,英语,1971-11-08,,mad,0,0,0
